Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,"Procedure*Post 1 Item","Procedure*Post 1 Trial Type","Procedure*Post 1 Max Time","Procedure*Post 1 Min Time",Procedure*,"Procedure*Post 1 Text",Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*post1_JOL,Response*post1_RT,Response*post1_RTfirst,Response*post1_RTlast,Response*Focus,Response*post1_Focus
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,1,2022-06-02T00:49:36+00:00,6.2353801727295,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1,,No,,,,,5971,,,-1,-1,,,,,,,,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,2,2022-06-02T00:49:45+00:00,8.8963618278503,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",,,,,,0,Instruct,-,5,"As you study, you will be asked to rate how often the words in each pair are used together, using a 0-100 scale.",,Instruct13,,No,,,,,8566,,,-1,-1,,,,,,,,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,3,2022-06-02T00:49:58+00:00,12.549383163452,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",,,,,,0,Instruct,-,10,"For example, if you are given the pair CAT - DOG, a rating of 0 indicates that the words DOG and CAT are not used together often in language, while a rating of 100 indicates that DOG and CAT are commonly used together.",,Instruct14,,No,,,,,12087,,,-1,-1,,,,,,,,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,4,2022-06-02T00:50:14+00:00,16.426925897598,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",,,,,,0,Instruct,-,15,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! Each word will be displayed on the computer screen for 4 seconds. You will then have 4 seconds to make your rating. The screen will automatically move to the next pair when time is up.",,Instruct15,,No,,,,,16067,,,-1,-1,,,,,,,,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,5,2022-06-02T00:50:16+00:00,2.1221189498901,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",,,,,,0,Instruct,User,-,"You will now begin the study. Press Enter when you are ready to begin.",,Instruct16,,No,,,,,1919,,,-1,-1,,,,,,,,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,6,2022-06-02T00:50:26+00:00,9.7715420722961,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",BASEBALL,CATCHER,BUFFER1,Buffer,2,3,Study,4,4,,Study/JOL,BUFFER,3,FREQ,5,5,,"How often are these two words used together?|Type your response on a scale from 0-100 and then press Enter.",4002,,,-1,-1,,,,,5002,3917,3917,1,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,7,2022-06-02T00:50:36+00:00,9.6748259067535,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",TREES,GREEN,BUFFER1,Buffer,1,6,Study,4,4,,Study/JOL,BUFFER,6,FREQ,5,5,,"How often are these two words used together?|Type your response on a scale from 0-100 and then press Enter.",4004,,,-1,-1,,,,90,5003,2447,2630,1,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,8,2022-06-02T00:50:45+00:00,9.6576271057129,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",SCARE,HIDE,BUFFER1,Buffer,4,4,Study,4,4,,Study/JOL,BUFFER,4,FREQ,5,5,,"How often are these two words used together?|Type your response on a scale from 0-100 and then press Enter.",4004,,,-1,-1,,,,,5003,2077,3598,1,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,9,2022-06-02T00:50:55+00:00,9.6581580638885,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",PEANUT,BUTTER,BUFFER1,Buffer,3,5,Study,4,4,,Study/JOL,BUFFER,5,FREQ,5,5,,"How often are these two words used together?|Type your response on a scale from 0-100 and then press Enter.",4002,,,-1,-1,,,,100,5002,2089,2401,1,1
10043107,6ztknp92jo,Nick_Dissertation_EX2_EP,1,10,2022-06-02T00:51:05+00:00,9.6602318286896,7,Mixed_Stim.csv,FREQVersionA.csv,"Freq Mixed A","Freq Mixed A",SPACE,JAM,BUFFER1,Buffer,5,2,Study,4,4,,Study/JOL,BUFFER,2,FREQ,5,5,,"How often are these two words used together?|Type your response on a scale from 0-100 and then press Enter.",4004,,,-1,-1,,,,50,5002,2305,2470,1,1
